domain,dimension,group,indicator,date,populationTotal,GNIperCap,value
social,peace and justice,Middle-40,controlCorruption,2003,1480594234.0,12028.023409397912,
social,peace and justice,Middle-40,controlCorruption,2004,1494377754.0,12670.893512412242,
social,peace and justice,Middle-40,controlCorruption,2005,1508197204.0,13182.082354442287,84.99583992992108
social,peace and justice,Middle-40,controlCorruption,2006,1521503128.0,13910.843720648309,84.94985072695542
social,peace and justice,Middle-40,controlCorruption,2007,1534631438.0,14685.084710222967,86.3604270849872
social,peace and justice,Middle-40,controlCorruption,2008,1548741081.0,15129.861912734325,85.95797955550884
social,peace and justice,Middle-40,controlCorruption,2009,1563584607.0,14630.563611606118,85.04280093830961
social,peace and justice,Middle-40,controlCorruption,2010,1578594750.0,15214.767791767008,83.2895948654823
social,peace and justice,Middle-40,controlCorruption,2011,1594080860.0,15713.523232892136,82.12504680708967
social,peace and justice,Middle-40,controlCorruption,2012,1610447775.0,16040.943449596276,81.82765102009691
social,peace and justice,Middle-40,controlCorruption,2013,1627584514.0,16324.98911984368,82.91890244034164
social,peace and justice,Middle-40,controlCorruption,2014,1645028375.0,16480.098586888074,81.64261822100663
social,peace and justice,Middle-40,controlCorruption,2015,1662137975.0,16584.896426489373,82.89457385435004
social,peace and justice,Middle-40,controlCorruption,2016,1677635903.0,16699.26754220315,83.76556343102129
social,peace and justice,Middle-40,controlCorruption,2017,1691715414.0,17053.05854016181,82.25414040366283
social,peace and justice,Middle-40,controlCorruption,2018,1705153314.0,17337.356758270693,82.50001942913727
social,peace and justice,Middle-40,controlCorruption,2019,1717807031.0,17514.03922934785,80.81660530416366
social,peace and justice,Middle-40,controlCorruption,2020,1729042222.0,16788.236406047217,80.6050129843971
social,peace and justice,Middle-40,controlCorruption,2021,1738134111.0,17594.26971461778,79.80932053346504
social,peace and justice,Middle-40,controlCorruption,2022,1746198180.0,18079.072757089514,79.25220908653117
social,peace and justice,Top-20,controlCorruption,2000,893458247.0,42589.2931702756,
social,peace and justice,Top-20,controlCorruption,2001,899078680.0,42959.43692080329,
social,peace and justice,Top-20,controlCorruption,2002,904835038.0,43265.37586047591,
social,peace and justice,Top-20,controlCorruption,2003,910825234.0,43901.39459635074,
social,peace and justice,Top-20,controlCorruption,2004,917026097.0,45055.860035802114,
social,peace and justice,Top-20,controlCorruption,2005,923285313.0,46018.44471739657,63.854344475485775
social,peace and justice,Top-20,controlCorruption,2006,929651803.0,47051.12213796628,64.89588600329905
social,peace and justice,Top-20,controlCorruption,2007,936569443.0,47893.75576011528,66.9015192526109
social,peace and justice,Top-20,controlCorruption,2008,943556259.0,47599.57499105278,67.25786832493182
social,peace and justice,Top-20,controlCorruption,2009,949948044.0,45822.81612727572,65.85064270648853
social,peace and justice,Top-20,controlCorruption,2010,955818149.0,47096.65219005768,67.06633205050508
social,peace and justice,Top-20,controlCorruption,2011,961625634.0,47806.30944460948,66.37044336074875
social,peace and justice,Top-20,controlCorruption,2012,967423490.0,48074.45730717977,66.36969068982295
social,peace and justice,Top-20,controlCorruption,2013,972926316.0,48484.679881822136,67.92372161762351
social,peace and justice,Top-20,controlCorruption,2014,978240808.0,49164.27501560262,63.64921523035171
social,peace and justice,Top-20,controlCorruption,2015,983419928.0,49936.97286673346,62.32080966869284
social,peace and justice,Top-20,controlCorruption,2016,988558161.0,50555.38461446683,64.6133842859184
social,peace and justice,Top-20,controlCorruption,2017,993558890.0,51630.30792718037,60.85949749350036
social,peace and justice,Top-20,controlCorruption,2018,998207986.0,52549.4191515727,62.46684718183417
social,peace and justice,Top-20,controlCorruption,2019,1002658877.0,53239.14466224873,61.13036906886514
social,peace and justice,Top-20,controlCorruption,2020,1005749466.0,50541.61482746034,59.25309271932176
social,peace and justice,Top-20,controlCorruption,2021,1007518121.0,53314.79115949213,59.92252986374943
social,peace and justice,Top-20,controlCorruption,2022,1009432962.0,54444.05389805466,60.040925696854856
social,peace and justice,World,homicideOver5,2000,5358545835.0,11917.585663401089,28.4529011778062
social,peace and justice,World,homicideOver5,2001,5423237439.0,12052.721806294005,28.549872920288344
social,peace and justice,World,homicideOver5,2002,5487912017.0,12187.062441515493,28.643585285817093
social,peace and justice,World,homicideOver5,2003,5552017764.0,12483.54762516617,28.57152580248841
social,peace and justice,World,homicideOver5,2004,5615585413.0,12978.93162959908,28.534742260183304
social,peace and justice,World,homicideOver5,2005,5679295190.0,13414.15586616838,28.61694972048107
social,peace and justice,World,homicideOver5,2006,5743313874.0,13959.112903798869,28.136229613279884
social,peace and justice,World,homicideOver5,2007,5808081033.0,14516.2562135692,29.36902807154757
social,peace and justice,World,homicideOver5,2008,5873492077.0,14728.550143276178,27.969637269675
social,peace and justice,World,homicideOver5,2009,5939483074.0,14445.741537045811,22.14192763267398
social,peace and justice,World,homicideOver5,2010,6005569515.0,15000.199305866649,21.568045124859403
social,peace and justice,World,homicideOver5,2011,6072091031.0,15457.937440237632,21.266798066881616
social,peace and justice,World,homicideOver5,2012,6139256845.0,15767.199064094397,22.8182664183681
social,peace and justice,World,homicideOver5,2013,6205720159.0,16080.682891196651,22.85434854717238
social,peace and justice,World,homicideOver5,2014,6271205199.0,16452.853343408107,22.87903685927532
social,peace and justice,World,homicideOver5,2015,6335451163.0,16816.339819520763,18.66401996602369
social,peace and justice,World,homicideOver5,2016,6398905337.0,17150.371589239894,24.009903555164907
social,peace and justice,World,homicideOver5,2017,6461824528.0,17639.9842584069,24.822779712596983
social,peace and justice,World,homicideOver5,2018,6522109979.0,18088.458661652232,16.8070023279195
social,peace and justice,World,homicideOver5,2019,6579296380.0,18435.94325312217,15.361676805932248
social,peace and justice,World,homicideOver5,2020,6631365292.0,17687.758777056963,20.526340942823754
social,peace and justice,World,homicideOver5,2021,6676061478.0,18653.97930728317,20.811168734417095
social,peace and justice,World,homicideOver5,2022,6718111096.0,19145.78709231794,19.52460119007237
social,peace and justice,Bottom-40,homicideOver5,2000,1958942674.0,2730.263994802813,20.39193735998014
social,peace and justice,Bottom-40,homicideOver5,2001,1997490817.0,2802.528042792699,20.51766869274173
social,peace and justice,Bottom-40,homicideOver5,2002,2036578779.0,2862.457402118761,20.7947951420739
social,peace and justice,Bottom-40,homicideOver5,2003,2075270877.0,2994.098846940914,20.8629031418726
social,peace and justice,Bottom-40,homicideOver5,2004,2113206705.0,3151.495743256188,20.937536728097783
social,peace and justice,Bottom-40,homicideOver5,2005,2150663688.0,3317.4685612032417,21.043003493533664
social,peace and justice,Bottom-40,homicideOver5,2006,2187806837.0,3499.1464863799392,19.97656176078583
social,peace and justice,Bottom-40,homicideOver5,2007,2224592906.0,3693.516274275575,20.11066729527726
social,peace and justice,Bottom-40,homicideOver5,2008,2260753520.0,3772.487143221717,19.680169822316586
social,peace and justice,Bottom-40,homicideOver5,2009,2297131180.0,3929.139826678186,20.50006700096248
social,peace and justice,Bottom-40,homicideOver5,2010,2334429356.0,4126.410773304553,20.123869578343324
social,peace and justice,Bottom-40,homicideOver5,2011,2372225425.0,4320.887352145175,22.251215101111228
social,peace and justice,Bottom-40,homicideOver5,2012,2409303309.0,4428.245082085843,24.10822850034113
social,peace and justice,Bottom-40,homicideOver5,2013,2444820857.0,4591.748285382791,24.24788099719652
social,peace and justice,Bottom-40,homicideOver5,2014,2479638516.0,4798.14459615365,24.3903373051171
social,peace and justice,Bottom-40,homicideOver5,2015,2514560759.0,5037.381496858873,14.2776590987118
social,peace and justice,Bottom-40,homicideOver5,2016,2550598414.0,5281.2777534448815,14.848718478031644
social,peace and justice,Bottom-40,homicideOver5,2017,2587326147.0,5551.281408445328,16.434855709746746
social,peace and justice,Bottom-40,homicideOver5,2018,2623827827.0,5818.2732803008175,11.447157428138672
social,peace and justice,Bottom-40,homicideOver5,2019,2660222964.0,5989.063466640426,7.962336385575236
social,peace and justice,Bottom-40,homicideOver5,2020,2696625033.0,5657.033073598912,7.467194754028673
social,peace and justice,Bottom-40,homicideOver5,2021,2731008408.0,5932.403833275866,10.575257042562718
social,peace and justice,Bottom-40,homicideOver5,2022,2763746672.0,6242.566869803608,6.726303712397559
social,peace and justice,Middle-40,homicideOver5,2000,2484330275.0,7774.46012021573,33.911425887204146
social,peace and justice,Middle-40,homicideOver5,2001,2504019349.0,7982.24812697306,34.052801163079195
social,peace and justice,Middle-40,homicideOver5,2002,2523019577.0,8239.244569264605,34.07615730918286
social,peace and justice,Middle-40,homicideOver5,2003,2541612713.0,8599.382112831338,33.91099362194605
social,peace and justice,Middle-40,homicideOver5,2004,2560209435.0,9184.806114267354,33.81162525869685
social,peace and justice,Middle-40,homicideOver5,2005,2578949778.0,9720.745658852678,33.94739779224968
social,peace and justice,Middle-40,homicideOver5,2006,2597492144.0,10460.394300787628,33.83254247871173
social,peace and justice,Middle-40,homicideOver5,2007,2616142742.0,11299.927526512996,36.51541602312157
social,peace and justice,Middle-40,homicideOver5,2008,2635834843.0,11872.791092794274,33.83431228130252
social,peace and justice,Middle-40,homicideOver5,2009,2656633629.0,11869.532799016051,31.763301751082366
social,peace and justice,Middle-40,homicideOver5,2010,2677719635.0,12567.695726077807,30.814770195312104
social,peace and justice,Middle-40,homicideOver5,2011,2699242138.0,13203.366016494636,28.27135792142853
social,peace and justice,Middle-40,homicideOver5,2012,2722123995.0,13771.921182947051,30.11066272166636
social,peace and justice,Middle-40,homicideOver5,2013,2746162125.0,14260.36384844386,30.04462138228638
social,peace and justice,Middle-40,homicideOver5,2014,2770294230.0,14746.966419470951,29.946639278095745
social,peace and justice,Middle-40,homicideOver5,2015,2793192006.0,15144.03704898111,29.46581395879879
social,peace and justice,Middle-40,homicideOver5,2016,2814187074.0,15542.268325671255,29.49461518278582
social,peace and justice,Middle-40,homicideOver5,2017,2834176357.0,16153.208675953292,29.94135830341344
social,peace and justice,Middle-40,homicideOver5,2018,2852109016.0,16714.47956979968,27.888680395377985
social,peace and justice,Middle-40,homicideOver5,2019,2867425581.0,17225.068575506484,27.84622531412089
social,peace and justice,Middle-40,homicideOver5,2020,2879982001.0,16919.945259851946,28.59274577806641
social,peace and justice,Middle-40,homicideOver5,2021,2888737576.0,18022.504531076655,26.4167537176108
social,peace and justice,Middle-40,homicideOver5,2022,2895532235.0,18527.066891140126,27.18143581641045
social,peace and justice,Top-20,homicideOver5,2000,915272886.0,42826.75945099131,30.88953822674476
social,peace and justice,Top-20,homicideOver5,2001,921727273.0,43157.06556447137,31.007015564353384
social,peace and justice,Top-20,homicideOver5,2002,928313661.0,43373.41220687926,31.09770610173106
social,peace and justice,Top-20,homicideOver5,2003,935134174.0,44099.56803784812,31.166469807572238
social,peace and justice,Top-20,homicideOver5,2004,942169273.0,45331.036737896255,31.235467174909665
social,peace and justice,Top-20,homicideOver5,2005,949681724.0,46309.06939416513,31.2936920327636
social,peace and justice,Top-20,homicideOver5,2006,958014893.0,47332.58168995464,31.325792969692383
social,peace and justice,Top-20,homicideOver5,2007,967345385.0,48103.6035527659,31.33328278606508
social,peace and justice,Top-20,homicideOver5,2008,976903714.0,47788.37655027015,31.329362414523487
social,peace and justice,Top-20,homicideOver5,2009,985718265.0,45896.976201243,0.0373389652062498
social,peace and justice,Top-20,homicideOver5,2010,993420524.0,47109.11289134587,0.0375744199945681
social,peace and justice,Top-20,homicideOver5,2011,1000623468.0,47942.91166689566,0.0377714507091692
social,peace and justice,Top-20,homicideOver5,2012,1007829541.0,48263.14387825407,0.0379092876778455
social,peace and justice,Top-20,homicideOver5,2013,1014737177.0,48687.42965240927,0.0380049148430874
social,peace and justice,Top-20,homicideOver5,2014,1021272453.0,49377.73377672948,0.03810256497734
social,peace and justice,Top-20,homicideOver5,2015,1027698398.0,50182.12999402784,0.0382113079833758
social,peace and justice,Top-20,homicideOver5,2016,1034119849.0,50801.012145882,31.67971046265064
social,peace and justice,Top-20,homicideOver5,2017,1040322024.0,51755.575731239085,31.739234908286434
social,peace and justice,Top-20,homicideOver5,2018,1046173136.0,52608.167454582464,0.0384167769339472
social,peace and justice,Top-20,homicideOver5,2019,1051647835.0,53222.843626597954,0.0384688663387016
